,ID,DATE,ROUTE_SURVEYED,BOARDING_LOCATION,BOARDING_LAT,BOARDING_LON,TRANSFERS_FROM_FIRST,ORIGIN_LAT_100M,ORIGIN_LON_100M,TIME_ON,route_type,Vertical_direction,Horizontal_direction
25574,25575,2016-12-13 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [EB],Lindau Ln & 26th Ave S,44.856606,-93.236051,515 Southdale - 66th St - Bloomington Av - VA - MOA [ Minneapolis Metro Transit ],44.885,-93.248,4:00 - 5:00 pm,515,-0.028393999999998698,0.01194900000000132
25576,25577,2016-12-13 00:00:00,17 Minnetonka Blvd - Uptown - Washington St NE [WB],Hennepin Ave & Uptown Station - Gate A,44.950104,-93.298361,12 Uptown - Excelsior Blvd - Hopkins - Opus [ Minneapolis Metro Transit ],44.968,-93.255,4:00 - 5:00 pm,12,-0.017896000000000356,-0.043361000000004424
25577,25578,2016-12-13 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [EB],MOA Transit Station & Gate A,44.853885,-93.239272,542 84th St - 76th St - American Blvd - MOA [ Minneapolis Metro Transit ],44.857,-93.345,4:00 - 5:00 pm,542,-0.003115000000001089,0.10572799999999916
25578,25579,2016-12-13 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [EB],MOA Transit Station & Gate A,44.853885,-93.239272,538 Southdale - York Av - Southtown - 86th St - MOA [ Minneapolis Metro Transit ],44.847,-93.286,4:00 - 5:00 pm,538,0.006884999999996921,0.04672800000000166
25585,25586,2016-12-13 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [WB],Union Depot & Gate A1,44.947131,-93.085709,21 Uptown - Lake St - Selby  Av [ Minneapolis Metro Transit ],44.955,-93.167,4:00 - 5:00 pm,21,-0.00786899999999946,0.08129100000000733
25593,25594,2016-12-13 00:00:00,23 Uptown - 38th St - Highland Village [EB],Uptown Transit Station & Gate C,44.950069,-93.298144,6 U of M - Hennepin - Xerxes - France - Southdale [ Minneapolis Metro Transit ],44.974,-93.274,5:00 - 6:00 pm,6,-0.023930999999997482,-0.024143999999992616
25598,25599,2016-12-13 00:00:00,17 Minnetonka Blvd - Uptown - Washington St NE [WB],Hennepin Ave & 6th St / 7th St N,44.978316,-93.274481,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [ Minneapolis Metro Transit ],45.001,-93.293,5:00 - 6:00 pm,5,-0.02268399999999815,0.018519000000011943
25600,25601,2016-12-13 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [WB],Union Depot & Gate A1,44.947131,-93.085709,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.97,-93.224,5:00 - 6:00 pm,GREEN,-0.022869000000000028,0.1382910000000095
25607,25608,2016-12-13 00:00:00,23 Uptown - 38th St - Highland Village [EB],38th St Station & Gate D,44.9345,-93.229517,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.96,-93.247,5:00 - 6:00 pm,BLUE,-0.025500000000000966,0.017482999999998583
25610,25611,2016-12-13 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [EB],MOA Transit Station & Gate A,44.853885,-93.239272,539 Norm Coll - France Av - 98St - MOA [ Minneapolis Metro Transit ],44.819,-93.308,6:00 - 6:30 pm,539,0.034884999999995614,0.06872800000000723
25612,25613,2016-12-13 00:00:00,17 Minnetonka Blvd - Uptown - Washington St NE [WB],Hennepin Ave & 6th St / 7th St N,44.978316,-93.274481,9 Glenwood Av - Wayzata Blvd - Cedar Lk Rd -46St LRT [ Minneapolis Metro Transit ],44.966,-93.348,5:00 - 6:00 pm,9,0.01231599999999844,0.07351900000000455
25614,25615,2016-12-13 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [EB],MOA Transit Station & Gate A,44.853885,-93.239272,540 Edina - Richfield - 77th St - MOA [ Minneapolis Metro Transit ],44.853,-93.355,6:00 - 6:30 pm,540,0.000884999999996694,0.11572800000000427
25616,25617,2016-12-13 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [EB],MOA Transit Station & Gate A,44.853885,-93.239272,444 Savage-Burnsville-Mall of America [ Minnesota Valley Transit ],44.778,-93.267,6:00 - 6:30 pm,444,0.07588499999999954,0.0277279999999962
25620,25621,2016-12-13 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [EB],MOA Transit Station & Gate A,44.853885,-93.239272,540 Edina - Richfield - 77th St - MOA [ Minneapolis Metro Transit ],44.863,-93.292,6:00 - 6:30 pm,540,-0.009115000000001316,0.052728000000001884
25621,25622,2016-12-13 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [EB],MOA Transit Station & Gate A,44.853885,-93.239272,542 84th St - 76th St - American Blvd - MOA [ Minneapolis Metro Transit ],44.857,-93.347,6:00 - 6:30 pm,542,-0.003115000000001089,0.1077279999999945
25629,25630,2016-12-13 00:00:00,23 Uptown - 38th St - Highland Village [WB],38th St E & Minnehaha Ave,44.934215,-93.223799,7 Plymouth - 27Av - Midtown - 46St LRT - 34Av S [ Minneapolis Metro Transit ],44.968,-93.257,6:30 - 7:00 pm,7,-0.03378500000000173,0.033201000000005365
25635,25636,2016-12-13 00:00:00,23 Uptown - 38th St - Highland Village [EB],38th St W & Bryant Ave S,44.934021,-93.290552,4 New Brighton - Johnson St - Bryant Av - Southtown [ Minneapolis Metro Transit ],44.905,-93.282,6:30 - 7:00 pm,4,0.029021000000000186,-0.008552000000008775
25638,25639,2016-12-13 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [WB],6th St & Jackson / Robert,44.948576,-93.091016,68 Jackson St - Robert St - 5th Av - Inver Hills [ Minneapolis Metro Transit ],44.844,-93.024,7:00 - 8:00 pm,68,0.10457600000000156,-0.0670159999999953
25641,25642,2016-12-13 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [WB],6th St & Jackson / Robert,44.948576,-93.091016,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.957,-93.183,7:00 - 8:00 pm,GREEN,-0.008423999999997989,0.09198400000001072
25644,25645,2016-12-13 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,68 Jackson St - Robert St - 5th Av - Inver Hills [ Minneapolis Metro Transit ],44.941,-93.083,7:00 - 8:00 pm,68,0.005069999999996355,-0.00920200000000193
25645,25646,2016-12-13 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.964,-93.052,7:00 - 8:00 pm,74,-0.01792999999999978,-0.04020199999999363
25646,25647,2016-12-13 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.966,-93.022,7:00 - 8:00 pm,74,-0.019930000000002224,-0.07020199999999477
25650,25651,2016-12-13 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [EB],MOA Transit Station & Gate A,44.853885,-93.239272,542 84th St - 76th St - American Blvd - MOA [ Minneapolis Metro Transit ],44.863,-93.292,8:00 - 9:00 pm,542,-0.009115000000001316,0.052728000000001884
25655,25656,2016-12-14 00:00:00,63 Grand Av - Raymond Sta - Sunray - McKnight Rd [WB],6th St & Wabasha St,44.946481,-93.09539,62 Rice St - Little Canada - Shoreview - Signal Hills [ Minneapolis Metro Transit ],44.927,-93.101,6:00 - 7:00 am,62,0.01948099999999897,0.005610000000004334
25661,25662,2016-12-14 00:00:00,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [NB],7th St N & Hennepin Ave / 1st Ave,44.97835,-93.275274,4 New Brighton - Johnson St - Bryant Av - Southtown [ Minneapolis Metro Transit ],44.961,-93.287,8:00 - 9:00 am,4,0.01735000000000042,0.011726000000010117
25672,25673,2016-12-14 00:00:00,ALINE Northbound A-Line Rapid Transit,Snelling  & Randolph Station,44.927129,-93.166905,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.926,-93.136,7:00 - 8:00 am,74,0.0011289999999988254,-0.03090500000000418
25676,25677,2016-12-14 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [EB],MOA Transit Station & Gate A,44.853885,-93.239272,539 Norm Coll - France Av - 98St - MOA [ Minneapolis Metro Transit ],44.841,-93.247,7:00 - 8:00 am,539,0.012884999999997149,0.007728000000000179
25679,25680,2016-12-14 00:00:00,ALINE Southbound A-Line Rapid Transit,Rosedale Transit Center  Gate A,45.012498,-93.168526,227 Target Shoreview - Victoria - Rosedale [ Minneapolis Metro Transit ],45.049,-93.127,8:00 - 9:00 am,227,-0.0365019999999987,-0.041526000000004615
25680,25681,2016-12-14 00:00:00,62 Rice St - Little Canada - Shoreview - Signal Hills [NB],Wabasha St & 6th St - Arrive,44.946427,-93.095085,53 Ltd Stop - Uptown - Lake St - Marshall Av [ Minneapolis Metro Transit ],44.95,-93.222,8:00 - 9:00 am,53,-0.003573000000002935,0.12691499999999678
25681,25682,2016-12-14 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [WB],6th St & Sibley St,44.94937,-93.089348,63 Grand Av - Raymond Sta - Sunray - McKnight Rd [ Minneapolis Metro Transit ],44.953,-93.026,8:00 - 9:00 am,63,-0.0036300000000011323,-0.06334800000000484
25682,25683,2016-12-14 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [WB],7th St W & Randolph Ave,44.926982,-93.127941,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.927,-93.162,8:00 - 9:00 am,74,-1.7999999997186933e-05,0.03405899999999917
25684,25685,2016-12-14 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [WB],6th St & Jackson / Robert,44.948576,-93.091016,63 Grand Av - Raymond Sta - Sunray - McKnight Rd [ Minneapolis Metro Transit ],44.954,-93.071,8:00 - 9:00 am,63,-0.005423999999997875,-0.020015999999998257
25686,25687,2016-12-14 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [WB],Broadway St & 4th St / 5th St,44.949867,-93.084724,294 Express - Oakdale - Stillwater - St Paul [ Minneapolis Metro Transit ],44.953,-93.008,8:00 - 9:00 am,294,-0.0031330000000053815,-0.07672399999999868
25687,25688,2016-12-14 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [WB],6th St & Jackson / Robert,44.948576,-93.091016,64 Payne - Maryland - White Bear Av - Maplewood [ Minneapolis Metro Transit ],44.973,-93.035,8:00 - 9:00 am,64,-0.024423999999996227,-0.05601599999999962
25689,25690,2016-12-14 00:00:00,62 Rice St - Little Canada - Shoreview - Signal Hills [SB],Marketplace Dr & Little Canada Transit Center,45.027913,-93.103539,71 Little Canada - Edgerton - Concord - Inver Hills [ Minneapolis Metro Transit ],45.03,-93.091,8:00 - 9:00 am,71,-0.0020870000000030586,-0.012539000000003853
25693,25694,2016-12-14 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [EB],MOA Transit Station & Gate A,44.853885,-93.239272,538 Southdale - York Av - Southtown - 86th St - MOA [ Minneapolis Metro Transit ],44.84,-93.262,8:00 - 9:00 am,538,0.013884999999994818,0.022728000000000748
25698,25699,2016-12-14 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [EB],MOA Transit Station & Gate A,44.853885,-93.239272,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [ Minneapolis Metro Transit ],44.918,-93.263,9:00 - 10:00 am,5,-0.06411500000000103,0.023728000000005522
25700,25701,2016-12-14 00:00:00,62 Rice St - Little Canada - Shoreview - Signal Hills [SB],Cedar St & 5th St - Arrive,44.94591,-93.092975,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.927,-93.134,9:00 - 10:00 am,74,0.018909999999998206,0.04102500000000475
25705,25706,2016-12-14 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [EB],MOA Transit Station & Gate A,44.853885,-93.239272,540 Edina - Richfield - 77th St - MOA [ Minneapolis Metro Transit ],44.868,-93.265,9:00 - 10:00 am,540,-0.014115000000003874,0.02572800000000086
25707,25708,2016-12-14 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [WB],6th St & Jackson / Robert,44.948576,-93.091016,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.956,-93.128,9:00 - 10:00 am,GREEN,-0.007424000000000319,0.0369840000000039
25710,25711,2016-12-14 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [WB],6th St E & Wall St,44.950502,-93.086954,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.967,-93.018,9:00 - 10:00 am,74,-0.01649799999999857,-0.06895400000000507
25712,25713,2016-12-14 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [WB],Union Depot & Gate A1,44.947131,-93.085709,21 Uptown - Lake St - Selby  Av [ Minneapolis Metro Transit ],44.948,-93.133,10:00 - 11:00 am,21,-0.000869000000001563,0.047291000000001304
25715,25716,2016-12-14 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [WB],6th St & Jackson / Robert,44.948576,-93.091016,64 Payne - Maryland - White Bear Av - Maplewood [ Minneapolis Metro Transit ],44.978,-93.068,10:00 - 11:00 am,64,-0.029423999999998784,-0.02301599999999837
25719,25720,2016-12-14 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [WB],6th St & Jackson / Robert,44.948576,-93.091016,64 Payne - Maryland - White Bear Av - Maplewood [ Minneapolis Metro Transit ],44.998,-93.037,10:00 - 11:00 am,64,-0.049423999999994805,-0.05401599999999007
25723,25724,2016-12-14 00:00:00,62 Rice St - Little Canada - Shoreview - Signal Hills [NB],Wabasha St & 6th St - Arrive,44.946427,-93.095085,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.947,-93.085,10:00 - 11:00 am,GREEN,-0.0005730000000028213,-0.010085000000003674
25757,25758,2016-12-14 00:00:00,67 W Minnehaha - Raymond Sta - Hiawatha [EB],26th Ave S & Franklin Ave E,44.962872,-93.234519,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.976,-93.283,1:00 - 2:00 pm,GREEN,-0.013128000000001805,0.04848099999999533
25758,25759,2016-12-14 00:00:00,54 Ltd Stop - W 7St - Airport - MOA [WB],6th St & Cedar St,44.947196,-93.093916,3 U of M - Como Av - Energy Park Dr - Maryland Av [ Minneapolis Metro Transit ],44.967,-93.121,1:00 - 2:00 pm,3,-0.0198040000000006,0.027084000000002106
25770,25771,2016-12-14 00:00:00,61 E Hennepin Av - Larpenteur Av - Arcade St [EB],Hennepin Ave E & Johnson St NE (10th Ave),44.991449,-93.237315,4 New Brighton - Johnson St - Bryant Av - Southtown [ Minneapolis Metro Transit ],44.998,-93.237,3:00 - 4:00 pm,4,-0.0065509999999946444,-0.0003150000000005093
25772,25773,2016-12-14 00:00:00,87 Rosedale - U of M St Paul - Cleveland Av [SB],University Ave & Carleton St,44.963306,-93.196305,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.975,-93.233,3:00 - 4:00 pm,GREEN,-0.011693999999998539,0.036695000000008804
25774,25775,2016-12-14 00:00:00,87 Rosedale - U of M St Paul - Cleveland Av [SB],University Ave & Prior Ave,44.957781,-93.182494,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.955,-93.168,3:00 - 4:00 pm,GREEN,0.002780999999998812,-0.014493999999999119
25777,25778,2016-12-14 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [EB],Wall St & 5th St / 6th St,44.950302,-93.086204,21 Uptown - Lake St - Selby  Av [ Minneapolis Metro Transit ],44.946,-93.116,3:00 - 4:00 pm,21,0.0043020000000026926,0.029796000000004597
25783,25784,2016-12-14 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [EB],Wall St & 5th St / 6th St,44.950302,-93.086204,54 Ltd Stop - W 7St - Airport - MOA [ Minneapolis Metro Transit ],44.883,-93.21,3:00 - 4:00 pm,54,0.06730199999999797,0.12379599999999868
25787,25788,2016-12-14 00:00:00,94 Express - Mpls - St Paul [WB],6th St & Cedar St,44.947196,-93.093916,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.961,-93.199,3:00 - 4:00 pm,GREEN,-0.013804000000000372,0.10508400000000506
25797,25798,2016-12-14 00:00:00,87 Rosedale - U of M St Paul - Cleveland Av [SB],Fairview Ave & Co Rd B,45.006229,-93.177032,32 Robbinsdale - Lowry Av - Rosedale [ Minneapolis Metro Transit ],45.011,-93.192,4:00 - 5:00 pm,32,-0.004771000000005188,0.014967999999996096
25809,25810,2016-12-14 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [EB],5th St & Wabasha St / Cedar St,44.945934,-93.093821,364 Express - Newport - Cottage Grove - St Paul [ Minneapolis Metro Transit ],44.841,-92.988,4:00 - 5:00 pm,364,0.10493400000000008,-0.10582100000000594
25812,25813,2016-12-14 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [EB],5th St & Wabasha St / Cedar St,44.945934,-93.093821,62 Rice St - Little Canada - Shoreview - Signal Hills [ Minneapolis Metro Transit ],44.926,-93.082,5:00 - 6:00 pm,62,0.01993399999999923,-0.01182100000001185
25818,25819,2016-12-14 00:00:00,87 Rosedale - U of M St Paul - Cleveland Av [NB],Cleveland Ave & Marshall Ave,44.948275,-93.187282,53 Ltd Stop - Uptown - Lake St - Marshall Av [ Minneapolis Metro Transit ],44.948,-93.097,5:00 - 6:00 pm,53,0.0002750000000020236,-0.09028200000000197
25842,25843,2016-12-14 00:00:00,GREEN METRO Green Line [EB],U.S. Bank Stadium Station,44.97496,-93.259671,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.854,-93.242,6:30 - 7:00 pm,BLUE,0.12096000000000373,-0.017670999999992887
25845,25846,2016-12-14 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [EB],5th St & Wabasha St / Cedar St,44.945934,-93.093821,94 Express - Mpls - St Paul [ Minneapolis Metro Transit ],44.973,-93.269,6:30 - 7:00 pm,94,-0.027065999999997814,0.17517899999999997
25848,25849,2016-12-14 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [EB],5th St & Minnesota St,44.94675,-93.092095,54 Ltd Stop - W 7St - Airport - MOA [ Minneapolis Metro Transit ],44.854,-93.242,7:00 - 8:00 pm,54,0.09275000000000233,0.14990500000000395
25854,25855,2016-12-14 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [EB],5th St & Minnesota St,44.94675,-93.092095,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.955,-93.151,7:00 - 8:00 pm,GREEN,-0.00824999999999676,0.058904999999995766
25855,25856,2016-12-14 00:00:00,540 Edina - Richfield - 77th St - MOA [WB],MOA Transit Station & Gate D,44.854308,-93.239278,515 Southdale - 66th St - Bloomington Av - VA - MOA [ Minneapolis Metro Transit ],44.883,-93.279,7:00 - 8:00 pm,515,-0.028691999999999496,0.03972199999999759
25859,25860,2016-12-14 00:00:00,540 Edina - Richfield - 77th St - MOA [WB],MOA Transit Station & Gate D,44.854308,-93.239278,444 Savage-Burnsville-Mall of America [ Minnesota Valley Transit ],44.796,-93.237,7:00 - 8:00 pm,444,0.0583080000000038,-0.002278000000003999
25866,25867,2016-12-14 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [WB],Maplewood Mall Transit Center & Gate D/E,45.028857,-93.024179,219 Maplewood - Century Av - Hadley Av - Sunray [ Minneapolis Metro Transit ],45.036,-92.977,7:00 - 8:00 pm,219,-0.007142999999999233,-0.04717899999999986
25870,25871,2016-12-14 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [WB],Maplewood Mall Transit Center & Gate D/E,45.028857,-93.024179,219 Maplewood - Century Av - Hadley Av - Sunray [ Minneapolis Metro Transit ],45.036,-92.977,7:00 - 8:00 pm,219,-0.007142999999999233,-0.04717899999999986
25875,25876,2016-12-14 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [WB],Maplewood Mall Transit Center & Gate D/E,45.028857,-93.024179,219 Maplewood - Century Av - Hadley Av - Sunray [ Minneapolis Metro Transit ],45.036,-92.977,7:00 - 8:00 pm,219,-0.007142999999999233,-0.04717899999999986
25895,25896,2016-12-14 00:00:00,365 Express - Cottage Grove - Mpls [SB],5th St Transit Center & Platform D,44.981121,-93.275221,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.975,-93.266,3:00 - 4:00 pm,GREEN,0.006121000000000265,-0.009220999999996593
25901,25902,2016-12-15 00:00:00,ALINE Northbound A-Line Rapid Transit,46th St & 46th Ave Station,44.919665,-93.207781,23 Uptown - 38th St - Highland Village [ Minneapolis Metro Transit ],44.928,-93.207,6:00 - 7:00 am,23,-0.008334999999995318,-0.0007810000000034734
25902,25903,2016-12-15 00:00:00,GREEN METRO Green Line [EB],Target Field Station Platform 1,44.983036,-93.27745,14 Robbinsdale-West Broadway-Bloomington Av [ Minneapolis Metro Transit ],44.999,-93.295,6:00 - 7:00 am,14,-0.015964000000003864,0.017549999999999955
25904,25905,2016-12-15 00:00:00,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [NB],7th St N & Hennepin Ave / 1st Ave,44.97835,-93.275274,18 Nicollet Av - South Bloomington [ Minneapolis Metro Transit ],44.956,-93.28,6:00 - 7:00 am,18,0.022349999999995873,0.004726000000005115
25908,25909,2016-12-15 00:00:00,12 Uptown - Excelsior Blvd - Hopkins - Opus [WB],Uptown Transit Station & Gate C,44.950069,-93.298144,17 Minnetonka Blvd - Uptown - Washington St NE [ Minneapolis Metro Transit ],44.96,-93.277,7:00 - 8:00 am,17,-0.009931000000001688,-0.021143999999992502
25909,25910,2016-12-15 00:00:00,ALINE Southbound A-Line Rapid Transit,Rosedale Transit Center  Gate A,45.012498,-93.168526,227 Target Shoreview - Victoria - Rosedale [ Minneapolis Metro Transit ],45.024,-93.158,7:00 - 8:00 am,227,-0.011502000000000123,-0.010525999999998703
25911,25912,2016-12-15 00:00:00,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [NB],7th St S & Marquette / Nicollet Mall,44.97663,-93.271539,854 Express - Paul Pkwy - Northdale - Northtown - Mpls [ Minneapolis Metro Transit ],44.995,-93.261,7:00 - 8:00 am,854,-0.018369999999997333,-0.010539000000008514
25915,25916,2016-12-15 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [EB],5th St & Market St,44.945084,-93.096748,94 Express - Mpls - St Paul [ Minneapolis Metro Transit ],44.973,-93.266,7:00 - 8:00 am,94,-0.02791599999999761,0.16925200000000018
25917,25918,2016-12-15 00:00:00,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [SB],Brooklyn Center Transit & Gate A,45.059735,-93.317861,724 Ltd Stop - Target Campus - Starlite - Brooklyn Ctr [ Minneapolis Metro Transit ],45.085,-93.354,7:00 - 8:00 am,724,-0.02526499999999743,0.036139000000005694
25918,25919,2016-12-15 00:00:00,12 Uptown - Excelsior Blvd - Hopkins - Opus [WB],Hennepin Ave & 5th St / 6th St N,44.979387,-93.272978,4 New Brighton - Johnson St - Bryant Av - Southtown [ Minneapolis Metro Transit ],45.013,-93.224,7:00 - 8:00 am,4,-0.03361299999999545,-0.048977999999991084
25919,25920,2016-12-15 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [EB],5th St & Minnesota St,44.94675,-93.092095,68 Jackson St - Robert St - 5th Av - Inver Hills [ Minneapolis Metro Transit ],44.918,-93.076,7:00 - 8:00 am,68,0.028750000000002274,-0.016095000000007076
25921,25922,2016-12-15 00:00:00,GREEN METRO Green Line [WB],Central Station,44.94607,-93.092202,64 Payne - Maryland - White Bear Av - Maplewood [ Minneapolis Metro Transit ],44.969,-93.065,7:00 - 8:00 am,64,-0.022930000000002337,-0.027202000000002613
25922,25923,2016-12-15 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [EB],5th St & Minnesota St,44.94675,-93.092095,63 Grand Av - Raymond Sta - Sunray - McKnight Rd [ Minneapolis Metro Transit ],44.955,-92.994,7:00 - 8:00 am,63,-0.00824999999999676,-0.09809500000000071
25928,25929,2016-12-15 00:00:00,698 SW Transit - Express - Chaska - Chanhassen - Mpls [WB],Washington Ave & Willey Hall,44.972594,-93.243422,121 U of M - Campus Connector [ Minneapolis Metro Transit ],44.978,-93.234,5:00 - 6:00 pm,121,-0.005406000000000688,-0.009422000000000708
25930,25931,2016-12-15 00:00:00,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [SB],Brooklyn Center Transit & Gate A,45.059735,-93.317861,32 Robbinsdale - Lowry Av - Rosedale [ Minneapolis Metro Transit ],45.001,-93.295,8:00 - 9:00 am,32,0.058735000000005755,-0.022860999999991805
25931,25932,2016-12-15 00:00:00,ALINE Northbound A-Line Rapid Transit,46th St Station Gate A,44.921353,-93.220574,9 Glenwood Av - Wayzata Blvd - Cedar Lk Rd -46St LRT [ Minneapolis Metro Transit ],44.941,-93.229,7:00 - 8:00 am,9,-0.019646999999999082,0.008426000000000045
25937,25938,2016-12-15 00:00:00,ALINE Northbound A-Line Rapid Transit,Snelling & Grand Station,44.939976,-93.166884,63 Grand Av - Raymond Sta - Sunray - McKnight Rd [ Minneapolis Metro Transit ],44.939,-93.154,8:00 - 9:00 am,63,0.0009760000000014202,-0.012883999999999673
25939,25940,2016-12-15 00:00:00,64 Payne - Maryland - White Bear Av - Maplewood [EB],5th St & Wabasha St / Cedar St,44.945934,-93.093821,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.953,-93.113,8:00 - 9:00 am,GREEN,-0.007066000000001793,0.019178999999994062
25941,25942,2016-12-15 00:00:00,19 Olson Memorial Hwy - Penn Av N - Brooklyn Center [SB],Penn Ave N & Golden Valley Rd,44.998643,-93.308269,30 Broadway Crosstown - Westgate Station [ Minneapolis Metro Transit ],44.998,-93.315,8:00 - 9:00 am,30,0.0006430000000037239,0.006731000000002041
25952,25953,2016-12-15 00:00:00,GREEN METRO Green Line [EB],West Bank Station,44.972024,-93.245553,22 Brklyn Ctr - Lyndale Av N - Cedar - 28th Av S - VA [ Minneapolis Metro Transit ],44.941,-93.247,9:00 - 10:00 am,22,0.031023999999995056,0.0014469999999988659
25956,25957,2016-12-15 00:00:00,62 Rice St - Little Canada - Shoreview - Signal Hills [NB],Wabasha St & 6th St - Arrive,44.946427,-93.095085,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.961,-93.058,9:00 - 10:00 am,74,-0.014572999999998615,-0.03708499999999049
25959,25960,2016-12-15 00:00:00,87 Rosedale - U of M St Paul - Cleveland Av [NB],Cleveland Ave & Randolph Ave,44.926974,-93.187298,74 46St - Randolph - W 7St - E 7St - Sunray [ Minneapolis Metro Transit ],44.925,-93.133,9:00 - 10:00 am,74,0.001974000000004139,-0.054298000000002844
25964,25965,2016-12-15 00:00:00,32 Robbinsdale - Lowry Av - Rosedale [EB],Robbinsdale Transit Center & Gate C,45.030245,-93.339691,14 Robbinsdale-West Broadway-Bloomington Av [ Minneapolis Metro Transit ],44.965,-93.272,9:00 - 10:00 am,14,0.06524499999999733,-0.06769099999999639
25966,25967,2016-12-15 00:00:00,67 W Minnehaha - Raymond Sta - Hiawatha [WB],Wabasha St & 6th St,44.946427,-93.095085,71 Little Canada - Edgerton - Concord - Inver Hills [ Minneapolis Metro Transit ],44.828,-93.054,9:00 - 10:00 am,71,0.11842699999999695,-0.041084999999995375
25968,25969,2016-12-15 00:00:00,62 Rice St - Little Canada - Shoreview - Signal Hills [NB],Wabasha St & 6th St - Arrive,44.946427,-93.095085,75 Stryker - Robert - Parkview Plaza - Lake Cove Apts [ Minneapolis Metro Transit ],44.923,-93.086,9:00 - 10:00 am,75,0.023426999999998088,-0.0090849999999989
25972,25973,2016-12-15 00:00:00,62 Rice St - Little Canada - Shoreview - Signal Hills [NB],Rice St & University Ave,44.955639,-93.10582,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.958,-93.085,9:00 - 10:00 am,GREEN,-0.0023610000000005016,-0.020820000000000505
